country,amount,success,PSP,3D_secured,card,hour,day,day_of_week,multiple_attempts,retry_count
Germany,193,1,UK_Card,0,Master,9,1,1,0,0
Switzerland,147,0,UK_Card,0,Visa,9,1,1,0,0
Germany,297,0,Simplecard,1,Master,9,1,1,0,0
Germany,297,1,UK_Card,1,Master,9,1,1,1,1
Germany,308,1,UK_Card,0,Visa,9,1,1,0,0
Switzerland,223,0,UK_Card,0,Visa,9,1,1,0,0
Switzerland,223,1,Goldcard,0,Visa,9,1,1,1,1
Switzerland,258,0,Moneycard,0,Master,9,1,1,0,0
Switzerland,258,0,UK_Card,0,Master,9,1,1,1,1
Switzerland,258,1,Simplecard,0,Master,9,1,1,1,2
Germany,125,0,Simplecard,1,Visa,9,1,1,0,0
Germany,125,0,UK_Card,1,Visa,9,1,1,1,1
Germany,125,0,UK_Card,1,Visa,9,1,1,1,2
Germany,125,0,UK_Card,1,Visa,9,1,1,1,3
Germany,125,0,UK_Card,1,Visa,9,1,1,1,4
Germany,125,0,UK_Card,1,Visa,9,1,1,1,5
Germany,125,0,Moneycard,1,Visa,9,1,1,1,6
Germany,191,0,UK_Card,0,Master,9,1,1,0,0
Germany,191,0,UK_Card,0,Master,9,1,1,1,1
Germany,191,0,Moneycard,0,Master,9,1,1,1,2
Germany,191,1,UK_Card,0,Master,9,1,1,1,3
Austria,191,1,UK_Card,0,Master,9,1,1,0,0
Germany,209,1,UK_Card,0,Master,9,1,1,0,0
Germany,170,0,Simplecard,0,Diners,9,1,1,0,0
Germany,170,0,UK_Card,0,Diners,9,1,1,1,1
Germany,170,0,Moneycard,0,Diners,9,1,1,1,2
Germany,170,0,UK_Card,0,Diners,9,1,1,1,3
Germany,170,0,Moneycard,0,Diners,9,1,1,1,4
Germany,170,0,UK_Card,0,Diners,9,1,1,1,5
Germany,170,0,UK_Card,0,Diners,9,1,1,1,6
Germany,170,0,UK_Card,0,Diners,9,1,1,1,7
Germany,170,1,UK_Card,0,Diners,9,1,1,1,8
Germany,260,1,UK_Card,0,Master,9,1,1,0,5
Germany,113,0,UK_Card,0,Visa,9,1,1,0,0
Germany,113,0,UK_Card,0,Visa,9,1,1,1,1
Germany,113,0,UK_Card,0,Visa,9,1,1,1,2
Germany,113,0,Goldcard,0,Visa,9,1,1,1,3
Germany,113,0,Simplecard,0,Visa,9,1,1,1,4
Germany,233,0,UK_Card,0,Master,9,1,1,0,0
Germany,233,0,Simplecard,0,Master,9,1,1,1,1
Germany,488,0,UK_Card,0,Master,9,1,1,0,0
Germany,488,0,UK_Card,0,Master,9,1,1,1,1
Germany,488,0,Simplecard,0,Master,9,1,1,1,2
Germany,488,0,UK_Card,0,Master,9,1,1,1,3
Austria,304,0,Simplecard,0,Visa,9,1,1,0,0
Germany,219,0,Simplecard,0,Master,9,1,1,0,0
Germany,219,0,UK_Card,0,Master,9,1,1,1,1
Germany,219,0,Simplecard,0,Master,9,1,1,1,2
Germany,56,0,UK_Card,0,Master,9,1,1,0,2
Germany,56,0,UK_Card,0,Master,9,1,1,1,3
Germany,56,1,Moneycard,0,Master,9,1,1,1,4
Switzerland,444,0,Simplecard,1,Master,9,1,1,0,0
Switzerland,444,0,Simplecard,1,Master,9,1,1,1,1
Germany,189,1,Goldcard,0,Visa,10,1,1,0,0
Germany,146,0,UK_Card,1,Visa,10,1,1,0,0
Germany,146,1,Simplecard,1,Visa,10,1,1,1,1
Austria,198,0,Moneycard,0,Master,10,1,1,0,0
Germany,317,1,UK_Card,1,Master,10,1,1,0,0
Germany,200,0,UK_Card,0,Diners,10,1,1,0,0
Germany,200,0,Simplecard,0,Diners,10,1,1,1,1
Germany,200,0,UK_Card,0,Diners,10,1,1,1,2
Germany,200,0,Goldcard,0,Diners,10,1,1,1,3
Germany,200,0,Goldcard,0,Diners,10,1,1,1,4
Germany,200,0,UK_Card,0,Diners,10,1,1,1,5
Germany,209,0,UK_Card,0,Master,10,1,1,0,0
Germany,209,0,Simplecard,0,Master,10,1,1,1,1
Germany,209,1,Goldcard,0,Master,10,1,1,1,2
Germany,172,0,UK_Card,0,Visa,10,1,1,0,0
Germany,206,0,UK_Card,0,Master,10,1,1,0,0
Germany,206,0,UK_Card,0,Master,10,1,1,1,1
Germany,206,1,UK_Card,0,Master,10,1,1,1,2
Germany,69,0,UK_Card,0,Master,10,1,1,0,0
Germany,69,0,UK_Card,0,Master,10,1,1,1,1
Germany,69,0,UK_Card,0,Master,10,1,1,1,2
Germany,69,1,UK_Card,0,Master,10,1,1,1,3
Germany,146,0,Moneycard,1,Master,10,1,1,0,1
Germany,146,1,UK_Card,1,Master,10,1,1,1,2
Germany,220,0,UK_Card,1,Master,10,1,1,0,0
Germany,220,0,Moneycard,1,Master,10,1,1,1,1
Germany,428,0,Moneycard,1,Master,10,1,1,0,0
Germany,185,1,Simplecard,0,Master,10,1,1,0,0
Germany,233,0,UK_Card,1,Diners,10,1,1,0,1
Germany,233,0,Moneycard,1,Diners,10,1,1,1,2
Germany,233,0,Simplecard,1,Diners,10,1,1,1,3
Germany,233,0,UK_Card,1,Diners,10,1,1,1,4
Germany,233,0,Simplecard,1,Diners,10,1,1,1,5
Germany,233,0,UK_Card,1,Diners,10,1,1,1,6
Germany,233,0,UK_Card,1,Diners,10,1,1,1,7
Germany,233,1,UK_Card,1,Diners,10,1,1,1,8
Germany,235,1,UK_Card,0,Diners,10,1,1,0,0
Austria,153,0,UK_Card,0,Diners,10,1,1,0,0
Austria,153,0,Simplecard,0,Diners,10,1,1,1,1
Austria,153,0,UK_Card,0,Diners,10,1,1,1,2
Austria,153,0,Simplecard,0,Diners,10,1,1,1,3
Germany,399,0,Simplecard,0,Master,10,1,1,0,0
Germany,215,0,Simplecard,1,Master,10,1,1,0,0
Germany,215,0,UK_Card,1,Master,10,1,1,1,1
Germany,215,0,Moneycard,1,Master,10,1,1,1,2
Germany,192,0,UK_Card,0,Master,10,1,1,0,2
Germany,192,0,Simplecard,0,Master,10,1,1,1,3
Germany,192,0,UK_Card,0,Master,10,1,1,1,4
Germany,192,0,Moneycard,0,Master,10,1,1,1,5
Germany,192,0,Simplecard,0,Master,10,1,1,1,6
Austria,296,0,UK_Card,0,Master,10,1,1,0,0
Austria,296,0,UK_Card,0,Master,10,1,1,1,1
Austria,296,0,Moneycard,0,Master,10,1,1,1,2
Austria,296,0,Moneycard,0,Master,10,1,1,1,3
Switzerland,238,0,Simplecard,0,Master,10,1,1,0,0
Switzerland,238,1,UK_Card,0,Master,10,1,1,1,1
Germany,175,0,Simplecard,1,Master,10,1,1,0,2
Germany,175,0,UK_Card,1,Master,10,1,1,1,3
Germany,175,0,UK_Card,1,Master,10,1,1,1,4
Germany,175,0,Simplecard,1,Master,10,1,1,1,5
Germany,175,0,Moneycard,1,Master,10,1,1,1,6
Germany,312,0,Simplecard,0,Master,11,1,1,0,0
Germany,193,0,UK_Card,0,Master,11,1,1,0,0
Germany,193,0,Moneycard,0,Master,11,1,1,1,1
Germany,283,0,UK_Card,0,Diners,11,1,1,0,0
Germany,283,0,Moneycard,0,Diners,11,1,1,1,1
Germany,283,0,Simplecard,0,Diners,11,1,1,1,2
Germany,283,0,Goldcard,0,Diners,11,1,1,1,3
Germany,283,0,Simplecard,0,Diners,11,1,1,1,4
Germany,283,0,UK_Card,0,Diners,11,1,1,1,5
Germany,188,0,UK_Card,1,Master,11,1,1,0,4
Germany,188,1,UK_Card,1,Master,11,1,1,1,5
Germany,74,0,Simplecard,0,Diners,11,1,1,0,0
Germany,49,0,Moneycard,0,Diners,11,1,1,0,0
Germany,49,1,UK_Card,0,Diners,11,1,1,1,1
Germany,165,0,Simplecard,0,Diners,11,1,1,0,0
Germany,307,0,UK_Card,0,Diners,11,1,1,0,0
Germany,307,1,UK_Card,0,Diners,11,1,1,1,1
Germany,306,1,UK_Card,0,Master,11,1,1,0,0
Austria,309,0,UK_Card,0,Diners,11,1,1,0,0
Switzerland,368,0,Simplecard,0,Master,11,1,1,0,0
Germany,252,1,Simplecard,0,Diners,11,1,1,0,0
Germany,148,0,Simplecard,0,Master,11,1,1,0,0
Germany,170,0,UK_Card,0,Visa,11,1,1,0,8
Germany,170,0,UK_Card,0,Visa,11,1,1,1,9
Germany,170,1,UK_Card,0,Visa,11,1,1,1,10
Austria,353,0,UK_Card,1,Diners,11,1,1,0,0
Austria,353,1,UK_Card,1,Diners,11,1,1,1,1
Switzerland,6,0,UK_Card,0,Master,11,1,1,0,0
Switzerland,6,0,Simplecard,0,Master,11,1,1,1,1
Switzerland,6,0,Simplecard,0,Master,11,1,1,1,2
Switzerland,6,0,UK_Card,0,Master,11,1,1,1,3
Switzerland,6,0,Goldcard,0,Master,11,1,1,1,4
Switzerland,6,0,UK_Card,0,Master,11,1,1,1,5
Germany,110,0,UK_Card,0,Master,11,1,1,0,0
Germany,110,0,UK_Card,0,Master,11,1,1,1,1
Germany,110,0,UK_Card,0,Master,11,1,1,1,2
Germany,110,0,Simplecard,0,Master,11,1,1,1,3
Germany,110,0,UK_Card,0,Master,11,1,1,1,4
Germany,113,0,UK_Card,0,Master,11,1,1,0,4
Germany,248,0,Goldcard,0,Diners,11,1,1,0,0
Germany,164,0,Simplecard,1,Master,11,1,1,0,0
Germany,89,0,Simplecard,0,Visa,11,1,1,0,1
Germany,89,0,UK_Card,0,Visa,11,1,1,1,2
Germany,158,0,UK_Card,0,Visa,11,1,1,0,0
Germany,158,0,Moneycard,0,Visa,11,1,1,1,1
Germany,158,0,UK_Card,0,Visa,11,1,1,1,2
Germany,158,0,UK_Card,0,Visa,11,1,1,1,3
Germany,158,0,UK_Card,0,Visa,11,1,1,1,4
Germany,158,0,UK_Card,0,Visa,11,1,1,1,5
Germany,158,0,UK_Card,0,Visa,11,1,1,1,6
Germany,158,0,Simplecard,0,Visa,12,1,1,1,7
Germany,158,0,Moneycard,0,Visa,12,1,1,1,8
Germany,101,0,UK_Card,0,Diners,12,1,1,0,0
Germany,101,0,Simplecard,0,Diners,12,1,1,1,1
Germany,328,0,UK_Card,0,Diners,12,1,1,0,0
Germany,328,1,UK_Card,0,Diners,12,1,1,1,1
Germany,213,1,UK_Card,0,Master,12,1,1,0,0
Germany,356,0,Simplecard,0,Visa,12,1,1,0,0
Germany,356,1,UK_Card,0,Visa,12,1,1,1,1
Switzerland,36,0,Goldcard,1,Visa,12,1,1,0,0
Switzerland,36,0,UK_Card,1,Visa,12,1,1,1,1
Switzerland,36,0,UK_Card,1,Visa,12,1,1,1,2
Switzerland,36,0,UK_Card,1,Visa,12,1,1,1,3
Switzerland,36,0,UK_Card,1,Visa,12,1,1,1,4
Switzerland,36,0,Simplecard,1,Visa,12,1,1,1,5
Switzerland,36,1,UK_Card,1,Visa,12,1,1,1,6
Austria,162,0,UK_Card,1,Master,12,1,1,0,0
Germany,199,0,UK_Card,1,Diners,12,1,1,0,0
Germany,199,0,UK_Card,1,Diners,12,1,1,1,1
Germany,199,0,UK_Card,1,Diners,12,1,1,1,2
Germany,199,0,UK_Card,1,Diners,12,1,1,1,3
Germany,177,0,UK_Card,0,Visa,12,1,1,0,0
Germany,177,1,UK_Card,0,Visa,12,1,1,1,1
Germany,253,0,UK_Card,0,Master,12,1,1,0,0
Germany,222,0,Simplecard,1,Visa,12,1,1,0,1
Germany,222,0,UK_Card,1,Visa,12,1,1,1,2
Germany,222,0,Moneycard,1,Visa,12,1,1,1,3
Germany,222,1,UK_Card,1,Visa,12,1,1,1,4
Germany,168,0,UK_Card,0,Visa,12,1,1,0,0
Germany,168,0,UK_Card,0,Visa,12,1,1,1,1
Germany,168,0,UK_Card,0,Visa,12,1,1,1,2
Germany,168,0,Goldcard,0,Visa,12,1,1,1,3
Germany,168,0,UK_Card,0,Visa,12,1,1,1,4
Germany,168,0,UK_Card,0,Visa,12,1,1,1,5
Germany,168,0,UK_Card,0,Visa,12,1,1,1,6
Germany,168,0,UK_Card,0,Visa,12,1,1,1,7
Germany,168,0,Simplecard,0,Visa,12,1,1,1,8
Germany,254,0,UK_Card,0,Diners,12,1,1,0,0
Switzerland,123,1,UK_Card,0,Master,12,1,1,0,0
Switzerland,187,0,Simplecard,0,Visa,12,1,1,0,0
Switzerland,187,0,Simplecard,0,Visa,12,1,1,1,1
Switzerland,187,0,UK_Card,0,Visa,12,1,1,1,2
Switzerland,187,1,UK_Card,0,Visa,12,1,1,1,3
Austria,288,0,UK_Card,1,Master,12,1,1,0,0
Austria,288,1,UK_Card,1,Master,12,1,1,1,1
Austria,161,0,UK_Card,0,Master,12,1,1,0,0
Austria,161,0,UK_Card,0,Master,12,1,1,1,1
Austria,161,1,UK_Card,0,Master,12,1,1,1,2
Germany,355,0,Simplecard,1,Master,12,1,1,0,1
Germany,263,0,UK_Card,1,Visa,12,1,1,0,7
Germany,263,0,Simplecard,1,Visa,12,1,1,1,8
Germany,263,0,Simplecard,1,Visa,12,1,1,1,9
Germany,263,0,UK_Card,1,Visa,12,1,1,1,10
Germany,263,1,UK_Card,1,Visa,12,1,1,1,11
Germany,88,0,Simplecard,1,Master,12,1,1,0,0
Germany,88,0,Simplecard,1,Master,12,1,1,1,1
Germany,88,0,UK_Card,1,Master,12,1,1,1,2
Germany,88,1,UK_Card,1,Master,12,1,1,1,3
Germany,379,0,UK_Card,1,Visa,13,1,1,0,0
Switzerland,422,0,UK_Card,0,Master,13,1,1,0,0
Switzerland,422,0,Simplecard,0,Master,13,1,1,1,1
Germany,170,0,UK_Card,1,Master,13,1,1,0,10
Germany,170,0,Simplecard,1,Master,13,1,1,1,11
Switzerland,116,1,Goldcard,0,Visa,13,1,1,0,0
Switzerland,37,0,Simplecard,0,Master,13,1,1,0,0
Switzerland,37,0,UK_Card,0,Master,13,1,1,1,1
Switzerland,37,1,Moneycard,0,Master,13,1,1,1,2
Germany,336,0,Simplecard,0,Master,13,1,1,0,0
Germany,264,0,Moneycard,0,Visa,13,1,1,0,0
Germany,264,1,UK_Card,0,Visa,13,1,1,1,1
Switzerland,44,1,Simplecard,0,Visa,13,1,1,0,0
Austria,230,1,UK_Card,0,Master,13,1,1,0,0
Germany,408,0,UK_Card,0,Master,13,1,1,0,0
Germany,408,0,Moneycard,0,Master,13,1,1,1,1
Germany,408,0,Moneycard,0,Master,13,1,1,1,2
Germany,408,0,UK_Card,0,Master,13,1,1,1,3
Germany,408,0,Moneycard,0,Master,13,1,1,1,4
Germany,222,0,UK_Card,0,Diners,13,1,1,0,4
Germany,222,0,Moneycard,0,Diners,13,1,1,1,5
Germany,222,1,UK_Card,0,Diners,13,1,1,1,6
Germany,267,0,Simplecard,0,Master,13,1,1,0,5
Germany,267,0,Goldcard,0,Master,13,1,1,1,6
Germany,267,0,UK_Card,0,Master,13,1,1,1,7
Germany,267,0,UK_Card,0,Master,13,1,1,1,8
Germany,267,0,Simplecard,0,Master,13,1,1,1,9
Germany,267,1,Simplecard,0,Master,13,1,1,1,10
Austria,146,1,UK_Card,0,Visa,13,1,1,0,3
Austria,278,0,UK_Card,0,Diners,13,1,1,0,0
Germany,148,0,Moneycard,1,Visa,13,1,1,0,0
Germany,148,0,Moneycard,1,Visa,13,1,1,1,1
Germany,148,0,Moneycard,1,Visa,13,1,1,1,2
Germany,148,0,UK_Card,1,Visa,13,1,1,1,3
Germany,148,0,UK_Card,1,Visa,13,1,1,1,4
Germany,148,0,Simplecard,1,Visa,13,1,1,1,5
Switzerland,206,0,UK_Card,1,Diners,13,1,1,0,0
Germany,274,0,Simplecard,0,Master,13,1,1,0,0
Switzerland,215,0,Moneycard,0,Master,13,1,1,0,0
Switzerland,215,0,UK_Card,0,Master,13,1,1,1,1
Switzerland,215,0,UK_Card,0,Master,13,1,1,1,2
Switzerland,215,0,Goldcard,0,Master,13,1,1,1,3
Switzerland,215,0,Simplecard,0,Master,13,1,1,1,4
Switzerland,215,0,Simplecard,0,Master,13,1,1,1,5
Germany,137,0,UK_Card,1,Diners,13,1,1,0,0
Germany,137,0,UK_Card,1,Diners,13,1,1,1,1
Germany,137,0,Simplecard,1,Diners,13,1,1,1,2
Germany,137,1,Moneycard,1,Diners,13,1,1,1,3
Germany,166,0,UK_Card,0,Master,13,1,1,0,0
Germany,166,0,Simplecard,0,Master,13,1,1,1,1
Germany,166,0,UK_Card,0,Master,13,1,1,1,2
Germany,166,0,UK_Card,0,Master,13,1,1,1,3
Germany,166,0,UK_Card,0,Master,13,1,1,1,4
Switzerland,177,0,UK_Card,0,Visa,14,1,1,0,0
Switzerland,177,0,Simplecard,0,Visa,14,1,1,1,1
Switzerland,177,0,UK_Card,0,Visa,14,1,1,1,2
Switzerland,177,1,UK_Card,0,Visa,14,1,1,1,3
Austria,243,0,UK_Card,0,Master,14,1,1,0,0
Austria,243,0,Simplecard,0,Master,14,1,1,1,1
Austria,243,0,Simplecard,0,Master,14,1,1,1,2
Switzerland,181,0,Simplecard,0,Visa,14,1,1,0,3
Switzerland,181,1,UK_Card,0,Visa,14,1,1,1,4
Germany,326,0,Simplecard,0,Visa,14,1,1,0,0
Germany,326,0,UK_Card,0,Visa,14,1,1,1,1
Germany,258,1,Goldcard,0,Visa,14,1,1,0,2
Germany,135,0,UK_Card,0,Master,14,1,1,0,2
Switzerland,111,0,Simplecard,0,Visa,14,1,1,0,5
Germany,200,0,Goldcard,0,Master,14,1,1,0,5
Germany,200,0,UK_Card,0,Master,14,1,1,1,6
Germany,7,0,Simplecard,1,Visa,14,1,1,0,0
Germany,162,0,UK_Card,0,Master,14,1,1,0,1
Germany,162,0,UK_Card,0,Master,14,1,1,1,2
Austria,260,0,UK_Card,0,Visa,14,1,1,0,0
Austria,260,0,UK_Card,0,Visa,14,1,1,1,1
Austria,260,0,Simplecard,0,Visa,14,1,1,1,2
Austria,260,1,UK_Card,0,Visa,14,1,1,1,3
Austria,152,0,UK_Card,1,Diners,14,1,1,0,0
Austria,152,1,UK_Card,1,Diners,14,1,1,1,1
Austria,48,0,UK_Card,0,Master,14,1,1,0,0
Austria,48,0,UK_Card,0,Master,14,1,1,1,1
Austria,48,1,Simplecard,0,Master,14,1,1,1,2
Switzerland,255,0,Simplecard,0,Master,14,1,1,0,0
Germany,123,0,Goldcard,1,Master,14,1,1,0,0
Germany,123,0,UK_Card,1,Master,14,1,1,1,1
Germany,123,1,Moneycard,1,Master,14,1,1,1,2
Germany,244,0,Moneycard,0,Master,14,1,1,0,0
Austria,251,0,Simplecard,1,Diners,14,1,1,0,0
Germany,148,0,Simplecard,0,Master,14,1,1,0,5
Germany,148,0,Simplecard,0,Master,14,1,1,1,6
Austria,252,0,UK_Card,0,Diners,14,1,1,0,0
Austria,252,1,Moneycard,0,Diners,14,1,1,1,1
Germany,390,0,Goldcard,0,Visa,14,1,1,0,0
Germany,205,0,Moneycard,0,Master,14,1,1,0,2
Germany,205,0,UK_Card,0,Master,14,1,1,1,3
Austria,264,0,UK_Card,0,Master,14,1,1,0,0
Switzerland,40,0,UK_Card,0,Diners,14,1,1,0,0
Switzerland,40,0,UK_Card,0,Diners,14,1,1,1,1
Switzerland,40,0,Moneycard,0,Diners,14,1,1,1,2
Switzerland,40,0,Simplecard,0,Diners,14,1,1,1,3
Switzerland,40,1,Moneycard,0,Diners,14,1,1,1,4
Germany,433,0,UK_Card,0,Master,14,1,1,0,0
Germany,433,0,UK_Card,0,Master,14,1,1,1,1
Germany,433,0,UK_Card,0,Master,14,1,1,1,2
Germany,433,0,UK_Card,0,Master,14,1,1,1,3
Germany,433,0,UK_Card,0,Master,14,1,1,1,4
Germany,433,0,Simplecard,0,Master,14,1,1,1,5
Germany,433,0,UK_Card,0,Master,14,1,1,1,6
Germany,433,0,UK_Card,0,Master,15,1,1,1,7
Germany,248,0,UK_Card,0,Master,15,1,1,0,0
Germany,248,0,UK_Card,0,Master,15,1,1,1,1
Germany,248,0,Goldcard,0,Master,15,1,1,1,2
Germany,248,0,Moneycard,0,Master,15,1,1,1,3
Germany,248,0,UK_Card,0,Master,15,1,1,1,4
Germany,248,1,UK_Card,0,Master,15,1,1,1,5
Germany,125,1,UK_Card,0,Diners,15,1,1,0,6
Switzerland,274,1,UK_Card,0,Visa,15,1,1,0,0
Switzerland,191,0,UK_Card,0,Diners,15,1,1,0,0
Switzerland,191,0,Goldcard,0,Diners,15,1,1,1,1
Switzerland,191,0,Moneycard,0,Diners,15,1,1,1,2
Switzerland,191,1,UK_Card,0,Diners,15,1,1,1,3
Germany,139,0,Moneycard,0,Master,15,1,1,0,0
Germany,139,1,UK_Card,0,Master,15,1,1,1,1
Austria,291,0,Simplecard,1,Master,15,1,1,0,1
Austria,291,0,UK_Card,1,Master,15,1,1,1,2
Austria,291,0,UK_Card,1,Master,15,1,1,1,3
Austria,291,0,UK_Card,1,Master,15,1,1,1,4
Germany,236,1,UK_Card,0,Visa,15,1,1,0,0
Germany,164,0,UK_Card,0,Master,15,1,1,0,0
Germany,164,0,Simplecard,0,Master,15,1,1,1,1
Switzerland,159,0,Simplecard,0,Master,15,1,1,0,0
Austria,46,1,UK_Card,0,Master,15,1,1,0,0
Austria,131,1,Moneycard,0,Diners,15,1,1,0,0
Austria,256,0,UK_Card,1,Master,15,1,1,0,3
Austria,256,0,Simplecard,1,Master,15,1,1,1,4
Austria,256,1,Goldcard,1,Master,15,1,1,1,5
Germany,304,0,Moneycard,0,Master,15,1,1,0,0
Germany,304,0,UK_Card,0,Master,15,1,1,1,1
Germany,304,0,UK_Card,0,Master,15,1,1,1,2
Germany,304,0,Goldcard,0,Master,15,1,1,1,3
Germany,304,0,Simplecard,0,Master,15,1,1,1,4
Germany,304,0,Simplecard,0,Master,15,1,1,1,5
Germany,304,0,Simplecard,0,Master,15,1,1,1,6
Germany,196,0,Simplecard,0,Master,15,1,1,0,0
Germany,196,1,UK_Card,0,Master,15,1,1,1,1
Germany,190,1,UK_Card,1,Diners,15,1,1,0,0
Germany,45,0,Simplecard,0,Master,15,1,1,0,2
Austria,213,0,Simplecard,0,Visa,15,1,1,0,0
Austria,213,0,UK_Card,0,Visa,15,1,1,1,1
Austria,213,1,Moneycard,0,Visa,15,1,1,1,2
Germany,248,0,Moneycard,0,Master,16,1,1,0,5
Austria,136,1,Moneycard,0,Master,16,1,1,0,0
Switzerland,148,0,UK_Card,0,Master,16,1,1,0,0
Switzerland,148,1,UK_Card,0,Master,16,1,1,1,1
Germany,114,0,UK_Card,0,Master,16,1,1,0,0
Germany,114,1,Moneycard,0,Master,16,1,1,1,1
Germany,228,0,UK_Card,0,Master,16,1,1,0,2
Germany,228,0,UK_Card,0,Master,16,1,1,1,3
Germany,228,0,UK_Card,0,Master,16,1,1,1,4
Germany,151,0,Simplecard,0,Diners,16,1,1,0,5
Switzerland,11,0,Simplecard,0,Master,16,1,1,0,0
Switzerland,11,0,Simplecard,0,Master,16,1,1,1,1
Germany,231,0,Simplecard,1,Master,16,1,1,0,0
Germany,231,0,UK_Card,1,Master,16,1,1,1,1
Germany,231,0,Moneycard,1,Master,16,1,1,1,2
Germany,231,0,Moneycard,1,Master,16,1,1,1,3
Germany,231,1,UK_Card,1,Master,16,1,1,1,4
Germany,216,0,UK_Card,1,Diners,16,1,1,0,2
Germany,216,1,Simplecard,1,Diners,16,1,1,1,3
Germany,11,0,Moneycard,1,Master,16,1,1,0,0
Germany,11,1,Moneycard,1,Master,16,1,1,1,1
Switzerland,341,0,UK_Card,0,Visa,16,1,1,0,0
Switzerland,341,0,Moneycard,0,Visa,16,1,1,1,1
Switzerland,341,1,UK_Card,0,Visa,16,1,1,1,2
Germany,192,0,UK_Card,0,Master,16,1,1,0,6
Germany,25,0,UK_Card,0,Visa,16,1,1,0,0
Germany,25,0,UK_Card,0,Visa,16,1,1,1,1
Germany,25,1,Moneycard,0,Visa,16,1,1,1,2
Germany,95,0,Simplecard,0,Visa,16,1,1,0,0
Germany,95,0,Simplecard,0,Visa,16,1,1,1,1
Germany,216,0,UK_Card,1,Master,16,1,1,0,3
Germany,216,0,UK_Card,1,Master,16,1,1,1,4
Germany,216,0,Moneycard,1,Master,16,1,1,1,5
Germany,216,1,Goldcard,1,Master,16,1,1,1,6
Austria,128,1,Simplecard,0,Master,16,1,1,0,0
Germany,110,1,Moneycard,1,Diners,16,1,1,0,4
Germany,149,0,UK_Card,0,Master,16,1,1,0,0
Germany,149,0,Simplecard,0,Master,16,1,1,1,1
Germany,149,0,UK_Card,0,Master,16,1,1,1,2
Germany,149,0,Goldcard,0,Master,16,1,1,1,3
Germany,149,0,Moneycard,0,Master,16,1,1,1,4
Germany,149,0,Moneycard,0,Master,16,1,1,1,5
Germany,149,0,Simplecard,0,Master,16,1,1,1,6
Germany,236,0,UK_Card,0,Master,16,1,1,0,0
Germany,236,0,UK_Card,0,Master,16,1,1,1,1
Germany,236,0,UK_Card,0,Master,16,1,1,1,2
Germany,236,1,UK_Card,0,Master,16,1,1,1,3
Austria,271,0,UK_Card,1,Master,16,1,1,0,0
Austria,271,1,UK_Card,1,Master,16,1,1,1,1
Switzerland,317,0,UK_Card,1,Master,16,1,1,0,0
Switzerland,317,0,UK_Card,1,Master,16,1,1,1,1
Switzerland,317,0,UK_Card,1,Master,16,1,1,1,2
Switzerland,317,1,UK_Card,1,Master,16,1,1,1,3
Germany,82,0,Simplecard,0,Master,16,1,1,0,4
Austria,214,0,UK_Card,1,Master,16,1,1,0,0
Austria,214,0,UK_Card,1,Master,16,1,1,1,1
Austria,214,1,Moneycard,1,Master,16,1,1,1,2
Switzerland,459,0,UK_Card,0,Diners,17,1,1,0,0
Switzerland,459,0,UK_Card,0,Diners,17,1,1,1,1
Switzerland,459,0,UK_Card,0,Diners,17,1,1,1,2
Switzerland,459,1,Simplecard,0,Diners,17,1,1,1,3
Germany,237,0,UK_Card,0,Master,17,1,1,0,0
Germany,237,0,Moneycard,0,Master,17,1,1,1,1
Germany,237,1,UK_Card,0,Master,17,1,1,1,2
Germany,217,0,UK_Card,1,Master,17,1,1,0,0
Germany,217,1,UK_Card,1,Master,17,1,1,1,1
Germany,184,0,Moneycard,0,Master,17,1,1,0,0
Germany,184,0,UK_Card,0,Master,17,1,1,1,1
Germany,184,0,Moneycard,0,Master,17,1,1,1,2
Germany,184,0,UK_Card,0,Master,17,1,1,1,3
Germany,184,0,UK_Card,0,Master,17,1,1,1,4
Germany,184,0,Simplecard,0,Master,17,1,1,1,5
Germany,184,1,Simplecard,0,Master,17,1,1,1,6
Switzerland,253,0,Simplecard,0,Master,17,1,1,0,0
Switzerland,253,0,UK_Card,0,Master,17,1,1,1,1
Switzerland,253,0,Moneycard,0,Master,17,1,1,1,2
Switzerland,253,0,Simplecard,0,Master,17,1,1,1,3
Switzerland,253,0,Simplecard,0,Master,17,1,1,1,4
Germany,32,0,UK_Card,0,Master,17,1,1,0,0
Germany,32,1,UK_Card,0,Master,17,1,1,1,1
Germany,212,0,Moneycard,0,Master,17,1,1,0,6
Germany,212,0,UK_Card,0,Master,17,1,1,1,7
Germany,97,0,UK_Card,0,Diners,17,1,1,0,0
Germany,97,0,Moneycard,0,Diners,17,1,1,1,1
Germany,97,0,UK_Card,0,Diners,17,1,1,1,2
Germany,97,1,UK_Card,0,Diners,17,1,1,1,3
Switzerland,155,0,UK_Card,0,Master,17,1,1,0,0
Switzerland,155,1,UK_Card,0,Master,17,1,1,1,1
Austria,157,1,UK_Card,0,Master,17,1,1,0,0
Switzerland,108,0,UK_Card,1,Visa,17,1,1,0,0
Switzerland,108,0,Moneycard,1,Visa,17,1,1,1,1
Switzerland,108,0,Simplecard,1,Visa,17,1,1,1,2
Switzerland,108,0,Simplecard,1,Visa,17,1,1,1,3
Switzerland,108,1,UK_Card,1,Visa,17,1,1,1,4
Austria,256,0,UK_Card,0,Master,17,1,1,0,5
Austria,256,0,Goldcard,0,Master,17,1,1,1,6
Austria,256,0,UK_Card,0,Master,17,1,1,1,7
